8402	3944
7831	7985
9117	1976
3353	7683
2778	5540
4774	6289
3648	5135
9523	9162
6358	7173
1417	6070
164	2429
1373	8042
1567	4010
1298	1089
9990	2183
5130	8392
6127	2961
6376	5243
4936	9728
2926	7714
5268	7700
4003	8916
2834	3525
8078	9191
698	9494
5260	861
1923	6633
8903	3489
642	201
4578	631
2383	9707
9023	8510
2667	5398
3753	7603
5126	6678
5317	393
4377	9319
9309	7210
2843	7386
6400	3541
6879	1660
4402	8801
8293	3304
2290	8934
3504	6867
9565	5887
6574	8587
4396	9240
3985	8148
6843	9110
4825	2159
9503	9202
1477	8811
6411	4320
6196	2811
7861	3075
4471	2262
1876	2763
5565	4166
1697	9069
1032	1261
4955	7605
9848	9351
6845	3832
7498	3687
2942	2323
5845	2445
1524	7322
1255	7935
1642	7451
746	9502
526	5216
1763	2401
7978	7327
6566	9675
6395	7598
935	1350
5203	783
700	2047
4615	8197
5734	7556
520	1579
10000	2044
8900	1255
9978	541
8706	724
42	9231
5939	1804
1632	3917
9131	8197
3591	5525
5795	4526
6874	997
5309	7573
3043	9923
5770	8777
7479	6290
355	7479
8333	9254
8733	8311
9795	7439
9034	9836
6669	4973
1640	8301
8890	770
6498	2481
6295	2292
7007	3169
3288	2315
742	6331
2237	6512
5107	9715
2801	5462
7193	1133
4715	5926
9444	4510
3364	8477
4346	33
3450	5985
8333	2339
6755	4830
4820	3050
7121	1826
6219	409
4140	6960
6740	6377
3472	1847
6092	6272
7308	3284
7405	2023
9210	6848
6532	2573
5325	877
2605	8774
6862	938
1113	3617
5767	5933
6666	2888
7758	2884
3297	1898
9844	36
8274	3315
1883	4365
9587	9190
7649	6991
1212	6858
3839	7743
9431	9163
8620	2036
7937	5481
2973	9050
9097	8740
4982	5762
1628	2740
8646	4924
4637	8490
4960	2911
1805	6842
7276	1391
6032	4925
8382	7243
1783	2220
4986	1213
1383	3605
3249	9319
9085	6221
8369	8182
4961	3350
3944	6589
6089	2590
1513	726
1079	6473
3636	2883
3314	912
4274	9345
5836	2655
6588	7618
4875	1573
8831	6257
5178	2079
5576	4262
8300	3944
2444	3261
7294	6387
9849	3383
8976	1361
4108	55
7833	7744
2937	1147
8656	7211
492	4492
9865	7080
2109	4739
8652	940
996	3829
3018	6572
8091	1318
516	535
4578	7809
6921	4426
1192	5897
5787	5299
5951	3620
3043	8888
4766	1699
6098	5258
6190	5962
2337	8299
701	989
9238	1697
4818	2255
8268	2909
3572	8783
3443	8150
6592	364
2575	7783
6260	8362
3082	2211
1981	6125
1098	6747
7823	7195
2004	4012
3157	4341
2310	3858
5329	1548
5554	146
3803	3822
3055	7375
2605	6497
5524	9196
6860	8098
6979	3120
6459	61
5330	8440
6185	6427
5186	4008
3622	7189
8019	6779
1529	329
636	6858
1877	6190
7004	5679
12	58
3053	2616
6554	8576
1812	3414
6674	8791
6534	3133
8851	1863
1572	5035
8290	6757
9042	1912
3946	7061
8690	5474
7390	9325
2332	9266
5515	9335
4945	5526
9392	7997
8142	5945
6573	9953
9359	3246
8744	5892
6378	7594
7755	7950
2628	6044
4706	1670
7955	8651
8731	6645
4125	6120
5969	6457
5386	1484
5791	330
7010	5182
8327	5151
1127	4899
5104	485
8144	3847
6377	4522
1440	4131
2471	4068
175	7176
5738	8130
5827	4468
4774	9952
588	743
6408	5973
2227	2198
6303	9236
7380	4629
4386	8506
9527	9490
8991	7671
3336	5368
2192	4776
9499	4662
8844	9673
1838	4581
7803	7665
9048	2576
7617	9636
3319	4024
5608	5545
6222	1911
4780	3602
6539	9166
2107	6066
8655	1098
3736	1991
6466	5927
6766	5964
589	5609
5637	2427
190	3439
91	9237
6015	7707
8872	9333
1731	4480
4878	7953
6391	9657
1554	2929
8823	3661
8995	7477
4759	2730
9467	1224
8657	6232
7187	9246
1841	2823
1672	2030
6262	1763
1267	2276
9470	139
1609	1200
4619	6486
9153	1009
6143	706
3938	4965
4366	2932
2441	9124
5662	1908
348	4319
8140	7534
3564	9980
357	5236
2010	6618
6998	3277
8894	6468
3415	502
7668	8034
6988	6820
9042	3130
7525	2980
8094	1891
5912	535
1015	1573
2442	1362
5892	581
8896	9456
561	9253
4691	2570
5871	1689
5846	4764
8156	9261
5266	5823
7294	2253
2642	6336
5382	167
9316	3476
2058	5227
4010	3072
6800	6452
4434	2691
7032	3329
2146	7593
2582	6836
162	8452
8525	6008
3215	6680
5269	8481
2503	2563
733	5144
8899	6115
5311	8214
9590	7368
3440	3600
440	239
51	4873
2929	7083
8202	5075
4675	783
1910	4837
9234	434
845	2449
7114	6113
929	9616
8675	1661
4760	7573
7776	70
5787	7365
7438	9226
965	7877
9465	1015
2749	2394
8098	951
7468	2773
1734	9378
7609	967
9812	8453
3416	6925
4566	4344
6541	3240
6005	1300
813	3780
1370	6599
1145	8807
5825	2109
6684	5289
3124	9433
7683	1221
383	5150
3993	2116
4527	1602
3083	4338
55	6498
1263	4620
842	7803
7860	6847
9103	8672
627	472
5271	1772
9279	1096
3880	5962
6385	7004
5395	4067
8225	5777
9216	2218
7893	3743
3819	975
8080	3874
7473	9342
8493	8315
7145	6353
5162	6247
5025	5789
6719	295
7560	5998
1391	1440
1959	7775
8443	7354
1841	6668
3130	1056
8885	1023
4798	2704
1998	2878
6577	9471
2220	5070
7785	9364
1422	2947
5611	6446
8735	2329
6740	6294
8326	8130
7734	285
5905	6176
7638	7745
2843	768
8801	1728
1790	3598
4431	3788
6476	1007
3258	8695
6077	1042
8058	7498
3988	3668
3943	2722
5997	683
9016	4322
8813	6749
4607	4717
2925	2245
2461	5768
3012	1261
7495	4802
4859	1925
8589	1334
2932	1846
29	9008
2888	8087
6505	6876
1755	448
9598	7751
1130	8613
2073	9942
5362	6680
4659	8286
8924	7120
4053	1935
8380	1548
6737	3239
3472	5326
4573	6404
7171	4601
5412	59
2687	1917
6934	4441
2364	6531
2192	3494
5144	4265
3436	505
944	8094
8791	9867
5213	2843
1802	3593
4390	8538
6831	7862
3863	1404
4266	1034
6005	9677
1093	8691
1594	8027
3132	3957
4557	5324
7451	9701
9588	886
206	531
8979	8996
398	4192
1839	2199
7784	6228
737	4615
4090	4600
6019	8356
5634	2023
8033	6726
714	9626
4752	3846
3583	9309
9169	1033
9009	8757
1918	9215
9287	897
8210	9684
5088	48
1883	2872
6276	2619
7487	365
7219	3506
8721	2852
5528	6753
9578	6241
6379	4329
86	9961
3638	9255
993	2647
8011	2911
1861	7298
3808	70
6981	8896
117	8864
1768	6392
1483	9254
6757	8701
2759	5478
1553	8287
2230	1130
4527	8608
5458	4613
8569	9096
3867	9562
1742	1877
2472	3602
9174	6279
3672	6155
5174	3788
5019	6941
180	6501
6195	6937
5202	8954
2415	6754
7240	4644
7883	1767
3252	3341
6380	1821
2436	246
1382	4177
2123	3853
7779	1297
132	1450
7452	5306
5238	2470
2247	5418
8971	8442
2355	4172
7395	4769
925	4635
9413	8808
6401	2665
2148	2781
4485	4583
3026	5866
8760	5149
9719	6538
6446	9850
7988	3897
5156	3225
6367	7402
8642	5338
5843	997
9509	3238
5765	434
7872	5178
9242	4273
7842	1389
7053	2326
5972	79
8192	4731
5228	7910
1269	1673
7759	9256
5570	2915
2480	1936
317	1122
7273	6159
2118	6782
9397	7883
7216	7269
3060	6457
1542	902
7845	8595
3227	3817
8674	1418
8547	3901
9328	9815
5573	7087
9070	1142
1	1550
3078	317
2671	351
6476	4789
7132	5872
2672	4348
3141	5732
804	4682
6633	8649
3277	9860
2465	1950
1278	1012
5850	605
826	1423
7691	9896
2565	7692
1445	5643
8008	4116
5993	4484
8905	3125
356	1576
7473	3496
7307	8277
8178	3940
6925	1454
3799	9390
3404	5077
401	9254
5681	1227
677	3372
1123	3241
1063	2567
8884	9071
6683	4877
3554	5587
8002	3909
7162	5474
7405	4469
3750	5582
8409	675
7036	2207
65	439
7283	466
9693	2964
1692	369
6336	2814
3610	7398
5381	2493
6469	2063
7370	23
7650	5371
3931	4812
844	1336
9281	4594
6918	7689
5269	3954
9895	5333
4393	7178
5798	4085
142	7490
4453	6477
304	8062
3875	5684
555	344
7747	7924
366	5396
3294	4297
208	4138
5632	9488
8731	2550
7176	4000
6503	7070
9332	895
4248	5130
4979	4390
2619	9431
866	2923
7493	4741
8606	8047
5084	6353
5970	5449
1749	9263
9745	1956
3401	5377
1443	2132
7926	8618
6131	4428
5688	5463
5323	9936
592	301
4325	3211
9732	5191
6133	7224
9932	4739
5271	5015
1091	1240
464	2840
503	209
4795	3903
5586	6238
6035	3511
4855	2165
7939	543
7627	3261
478	8219
3562	4802
1429	3294
9993	7562
517	9924
2300	5788
4939	3391
7027	5402
6230	7530
5611	1025
1433	1196
7262	7467
4707	2117
9631	2646
2659	7258
5907	3136
5477	9469
7938	6906
2762	7930
4467	3279
7854	6767
9066	2792
157	6092
8194	6387
3622	3805
7412	5054
5001	4673
2520	9707
6789	2151
2353	9447
9409	8259
2583	4885
7728	521
1790	489
8451	6256
3767	6304
3023	2832
9096	3180
8924	7290
9567	2545
1094	6978
7598	6094
1651	118
5801	8439
2269	8153
7886	1677
6412	469
6561	4139
989	8351
4628	9439
4607	8394
5743	7629
1225	4838
808	149
2127	375
2693	3220
7352	291
9314	9002
408	5114
7441	2676
3267	5327
4353	9679
5795	914
3818	6784
9264	8445
6223	3871
6839	1965
1499	8064
6802	2307
8212	8929
2681	904
2148	33
